Macrognathus semiocellatus,Macrognathus semiocellatus,,Full Migrant,,,,White,,,,,,,,Little information,IUCN states movement between still and flowing waters; no infos on FB,,"potamodromous, lateral",Indomalayan,more than one central river,Least Concern,Stable,2012,0-100(km),2,,,,,,,,,,,,Macrognathus semiocellatus,,,,Macrognathus semiocellatus,,,,,,,potamodromous
Macrognathus siamensis,Macrognathus siamensis,,Full Migrant,,,,White,,,,,,,,Little information,IUCN states movement between still and flowing waters; FB states migration to flooded forests,,"potamodromous, lateral",Indomalayan,more than one central river,Least Concern,Unknown,2012,0-100(km),2,,,,,,,,,,,,Macrognathus siamensis,,,,Macrognathus siamensis,,,,,,,potamodromous
Macrospinosa cuja,Macrospinosa cuja,anadromous,,,,,,,,,,,,,,,,anadromous,Indomalayan,one large river,Data Deficient,Unknown,2020,0-100(km),1,,,,,,,,,,,Macrospinosa cuja,,,,,,,,,,,,
Maculabatis gerrardi,Maculabatis gerrardi,,,,,,,,,,,,,Marine migrant,,,,coastal,,coastal,Endangered,Decreasing,2020,non-migratory,2,,,https://doi.org/10.1080/23308249.2024.2401018,Paper,,,,,,,,,,,,,,,,,,,
Malapterurus electricus,Malapterurus electricus,potamodromous,,,,,,,,,,,,,Little information,"The Electric Catfish migrates through streams and rivers with cyclical and predictable migrations. They are thought to cover more than 100 km. This species lives in shallow water, with muddy or sandy bottoms, neighbouring rocky areas, and it favours sluggish or standing water (Skelton 1993). This species is active at night, feeding mainly on fish stunned by electric shocks. The electric organ, capable of generating 300-400 volts, forms a sheath under the skin around the body, and is used for both prey capture and defence (Skelton 1993). It forms pairs and breeds in excavated cavities or holes (Skelton 1993). The maximum size in Lake Chad was reported as 1,125 mm SL, but most museum specimens are much smaller (maximum 400 mm SL, Nile River) (Norris 2003).",,little information,Afrotropical,more than one central river,Least Concern,Unknown,2020,little information,0,,,,,,,,,,,Malapterurus electricus,,,,,,,,,,,,
Mallotus villosus,Mallotus villosus,anadromous,,,,,,,,,,,,,,,,anadromous,NA,more than one central river,Least Concern,Stable,2014,500-3000(km),3,,,https://doi.org/10.1111/j.1365-2419.2012.00618.x,Paper,https://doi.org/10.1016/j.icesjms.2005.05.008,Paper,,,,,Mallotus villosus,,,,,,,,,,,,
Mangarinus waterousi,Mangarinus waterousi,amphidromous,,,,,,,,,,,,,,,,amphidromous,Australasian|Indomalayan|Oceanian,coastal,Data Deficient,Unknown,2021,0-100(km),2,,,,,,,,,,,Mangarinus waterousi,,,,,,,,,,,,
Marcusenius altisambesi,Marcusenius altisambesi,,Full Migrant,,,,,,,,,,,,Little information,IUCN states migration up tributaries during flood season; no information in FB; movements through floodplains described by Peel et. al. 2019 https://onlinelibrary.wiley.com/doi/full/10.1111/jfb.14081?casa_token=6WVul9ddKZsAAAAA%3AvZY_W8bNm2W8PAs9WAduE3kOmdL0_yMNnONhK1ayHduaezchZ8rKna81ENGL87iq8QuKsivM1pmxaA,,"potamodromous, longitudinal",Afrotropical,more than one central river,Least Concern,Unknown,2010,0-100(km),3,,,,,,,,,,,,Marcusenius altisambesi,,,,,,,,,,,potamodromous
Marcusenius angolensis,Marcusenius angolensis,potamodromous,,potamodromous,,,,,,,,,,,Breeding,"IUCN states they're """"""""""""""""found in marginal riverine and floodplain vegetation""""""""""""""""; no infos on FB; """"""""""""""""practice a migratory strategy in flooded sites for spawning and fry holding at the beginning of the rainy season"""""""""""""""" from paper Ntumba Mabedi et. al. 2022 https://www.ajol.info/index.php/ijbcs/article/view/227843",,"potamodromous, lateral",Afrotropical,more than one central river,Least Concern,Unknown,2010,0-100(km),2,,,https://doi.org/10.4314/ijbcs.v16i2.5,Paper,,,,,,,Marcusenius angolensis,,Marcusenius macrolepidotus angolensis,,,,,,,,,,
Marcusenius cyprinoides,Marcusenius cyprinoides,potamodromous,Full Migrant,,,,,,,,,,,,Breeding,IUCN; FB,,"potamodromous, lateral",Afrotropical|Palearctic,more than one central river,Least Concern,Unknown,2020,0-100(km),3,,,,,,,,,,,Marcusenius cyprinoides,Marcusenius cyprinoides,,,,,,,,,,,
Marcusenius furcidens,Marcusenius furcidens,potamodromous,Full Migrant,,,,,,,,,,,,Little information,"Information about feeding habits in dry & wet season: https://www.tandfonline.com/doi/abs/10.1080/15627020.2006.11407362; no further information found, also not for the family (at least for the species living in that area)",,little information,Afrotropical,more than one central river,Least Concern,Unknown,2020,little information,0,,,https://doi.org/10.1080/15627020.2006.11407362,Paper,,,,,,,Marcusenius furcidens,Marcusenius furcidens,,,,,,,,,,,
Marcusenius macrolepidotus,Marcusenius macrolepidotus,potamodromous,Full Migrant,,,,,,,,,Far (50km?),,,Little information,"FB states """"""""""""""""migrates within rivers"""""""""""""""", """"""""""""""""recorded to move up tributaries in shoals during flood season"""""""""""""""", """"""""""""""""Breeds during the rainy season in shallow vegetated localities""""""""""""""""; IUCN states movements up tributaries during flood and that it is poamodromous, """"""""""""""""breeds during the rainy season in shallow vegetated localities""""""""""""""""; """"""""""""""""practice a migratory strategy in flooded sites for spawning and fry holding at the beginning of the rainy season"""""""""""""""" from paper Ntumba Mabedi et. al. 2022 https://www.ajol.info/index.php/ijbcs/article/view/227843",,"potamodromous, longitudinal",Afrotropical,more than one central river,Least Concern,Unknown,2018,0-100(km),1,,,,,,,,,,,Marcusenius macrolepidotus,Marcusenius macrolepidotus,,,,,,,,,Marcusenius macrolepidotus,,
Marcusenius senegalensis,Marcusenius senegalensis,potamodromous,Full Migrant,potamodromous,,,,,,,,,,,Breeding,no infos on IUCN & FB; characterized as flood spawners in https://www.alr-journal.org/articles/alr/pdf/2002/01/alr2102.pdf,,"potamodromous, lateral",Afrotropical,more than one central river,Least Concern,Unknown,2020,0-100(km),2,,,https://doi.org/10.21072/mbj.2022.07.1.05 ,Paper,,,,,,,Marcusenius senegalensis,Marcusenius senegalensis,Marcusenius senegalensis senegalensis,,,,,,,,,,
Marcusenius ussheri,Marcusenius ussheri,potamodromous,Full Migrant,,,,,,,,,,,,Little information,"no infos on IUCN & FB; """"""""""""""""reproduction periods for M. ussheri and M. furcidens to take place from September to October in the Bandama, and from August –November in the Comoé when the rivers are high"""""""""""""""" in https://epub.uni-regensburg.de/28382/4/Kramer_2013_Marcusenius_Ivory_Coast_final.pdf. This species inhabits rivers, marshlands and vegetated water bodies, localised movement between still to flowing waters.",,little information,Afrotropical,more than one central river,Least Concern,Unknown,2020,little information,0,,,,,,,,,,,Marcusenius ussheri,Marcusenius ussheri,,,,,,,,,,,
Marcusenius victoriae,Marcusenius victoriae,potamodromous,Full Migrant,,,,,,,,,,,,Breeding,IUCN & FB,,"potamodromous, longitudinal",Afrotropical,more than one central river,Least Concern,Unknown,2016,0-100(km),1,,,,,,,,,,,Marcusenius victoriae,Marcusenius victoriae,,,,,,,,,,,
Marilyna pleurosticta,Marilyna pleurosticta,anadromous?,,,,,,,,,,,,,,,,amphidromous,Australasian,more than one central river,Least Concern,Unknown,2014,0-100(km),1,,,https://researchportal.scu.edu.au/esploro/outputs/991012822296202368,Other,https://openjournals.library.sydney.edu.au/LIN/article/view/7954,Paper,,,,,Marilyna pleurosticta,,,,,,,,,,,,
Mastacembelus armatus,Mastacembelus armatus,potamodromous,Full Migrant,,,,White,,,,,,,,Breeding,IUCN & FB only states that they enter floodplains,,"potamodromous, lateral",Indomalayan|Palearctic,more than one central river,Least Concern,Stable,2019,0-100(km),1,,,MekongDeltaDatabase (10.1002/ecs2.2366),Database,https://doi.org/10.1007/s40011-016-0754-7,Paper,https://doi.org/10.36953/ECJ.2020.211205,Paper,,,Mastacembelus armatus,Mastacembelus armatus,,,,Mastacembelus armatus,,,,,,,
Mastacembelus erythrotaenia,Mastacembelus erythrotaenia,,,,,,White,,,,,,,,,,,"potamodromous, lateral",Indomalayan,more than one central river,Least Concern,Decreasing,2020,0-100(km),1,,,,,,,,,,,,,,,,Mastacembelus erythrotaenia,,,,,,,
Mastacembelus favus,Mastacembelus favus,,Full Migrant,,,,,,,,,,,,Little information,"no infos on IUCN & FB; https://ifredi-cambodia.org/wp-content/uploads/2004/01/Chanh%20Sokheng%20et%20al.%202001%20Lateral%20fish%20migrations_Tonle%20Sap-floodplains.pdf states Mastacembelus favus to live all year in floodplains, and also spawn in floodplains; M. favus & M. nigromarginatus are hard to find in life-history studies and using only the family name leads to papers from other species of the same family",,"potamodromous, lateral",Indomalayan,more than one central river,Least Concern,Stable,2020,0-100(km),1,,,https://doi.org/10.1007/s10750-019-03987-3,Book,,,,,,,,Mastacembelus favus,,,,,,,,,,,potamodromous
Mastacembelus nigromarginatus,Mastacembelus nigromarginatus,potamodromous,,potamodromous,,,,,,,,,,,Little information,no infos on IUCN & FB; M. favus & M. nigromarginatus are hard to find in life-history studies and using only the family name leads to papers from other species of the same family,,little information,Afrotropical,more than one central river,Least Concern,Unknown,2020,little information,0,,,,,,,,,,,Mastacembelus nigromarginatus,,Aethiomastacembelus nigromarginatus,,,,,,,,,,
Mastacembelus undulatus,Mastacembelus undulatus,,Full Migrant,,,,,,,,,,,,Little information,IUCN states lateral migration; no infos on FB,,"potamodromous, lateral",Indomalayan,more than one central river,Data Deficient,Unknown,2012,0-100(km),3,,,,,,,,,,,,Mastacembelus undulatus,,,,,,,,,,,lateral migration
Mastacembelus unicolor,Mastacembelus unicolor,potamodromous,,,,,,,,,,,,,Little information,"no infos on IUCN; in lakes during dry season, but also found in streams; only found in Segama from paper https://d1wqtxts1xzle7.cloudfront.net/92046400/j.biocon.2018.04.00420221006-1-1s257yx-libre.pdf?1665017719=&response-content-disposition=inline%3B+filename%3DLand_use_change_is_associated_with_a_sig.pdf&Expires=1702222833&Signature=A8dMvJjIXVBZLhJi2ESLNdQ~d7CseaQt7IfLmJ1c6En34TG0iia6PTLql4NsJyNs-~nhlPrKnd-amSqgV5tGp6wIiG61cf-xn3Ty8r3THf5r1gnBUpv1NYbzRxkYI7LB8s3omM7l6o5~tu21egYfY9-ga74KLL6cRP-7yq3NKYDyJOaj49Uy3hjO3vrHRZYmozSEYtxnAp3V8I9tyB4wQIi7jiu4-CVyjzvHGz-NzFePeZpJV~TIC1xLLpIuIgXHj2gYvsS7oVneCwTyN16mHlwfnDrc0d44xaHitapYFAi1w9Vzpxr5SVkr9JSbTpPDk9GvpLiN64U0fYQCODY2bw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA",,little information,Indomalayan,more than one central river,Least Concern,Unknown,2020,little information,0,,,,,,,,,,,Mastacembelus unicolor,,,,,,,,,,,,
Megaleporinus elongatus,Megaleporinus elongatus,potamodromous,Full Migrant,potamodromous,,,,,,,,,,,Little information,Not much info on FB or IUCN; assumed from family might be long. mig,,"potamodromous, longitudinal",Neotropical,more than one central river,Least Concern,Decreasing,2022,500-3000(km),3,,,https://doi.org/10.1111/j.1095-8649.2012.03346.x ,Paper,,,,,,,Megaleporinus elongatus,Megaleporinus elongatus,Leporinus elongatus,,,,,,,,,,potamodromous
Megaleporinus obtusidens,Megaleporinus obtusidens,potamodromous,Full Migrant,potamodromous,,,,,,,,,,,Breeding,IUCN & FB states long migration for feeding and reproduction,,"potamodromous, longitudinal",Neotropical,more than one central river,Least Concern,Unknown,2022,500-3000(km),3,,,https://doi.org/10.20950/1678-2305.2019.45.3.510,Paper,https://doi.org/10.1007/s10750-022-04808-w,Paper,https://doi.org/10.1590/S1519-69842013000100010,Paper,,,Megaleporinus obtusidens,Megaleporinus obtusidens,Leporinus obtusidens,,,,,,,,,,
Megaleporinus reinhardti,Megaleporinus reinhardti,,Full Migrant,,,,,,,,,,,,Breeding,"IUCN states differences of diet in dry & wet season; no infos on FB; the species migration is heavily disrupted by dams and other alterations of the river system, additionally, the reservior population does not get important cues to finalize maturation from paper Amador de Souza et. al. 2021 https://www.pagepress.org/biology/tz/article/view/73",,"potamodromous, longitudinal",Neotropical,more than one central river,Least Concern,Unknown,2022,0-100(km),1,,,,,,,,,,,,Megaleporinus reinhardti,,,,,,,,,,,potamodromous
Megaleporinus trifasciatus,Megaleporinus trifasciatus,,Full Migrant,,,little information,,,,,,,,,Breeding,"IUCN states that the species inhibits river tributaries, lakes and banks of white and clear water rivers; no infos on FB; """"""""""""""""Some of the Megaleporinusare well-knownmigratory species"""""""""""""""" from paper Birindelli et. al. 2020 https://onlinelibrary.wiley.com/doi/full/10.1111/jfb.14299?casa_token=pS-5jxx33Y8AAAAA%3AfTqrJ2sgN_gc3cRI_t2qdIVeMrHKXr1uoL0kRAJ2vX1hXrUGjZIAuhz1YFWWBSCrtMw3fd8ZpDdjnQ; In """"""""""""""""Colombian rivers, they [Leporinus spp.] appear to migrate several hundreds of kilometers to spawn"""""""""""""""" from website https://idrc-crdi.ca/sites/default/files/openebooks/114-0/index.html#page_vii",,"potamodromous, longitudinal",Neotropical,more than one central river,Least Concern,Unknown,2022,100-500(km),2,,,https://doi.org/10.1590/1982-0224-2024-0098,Paper,,,,,,,,Megaleporinus trifasciatus,,,Megaleporinus trifasciatus,,,,,,,,potamodromous
Megalobrama amblycephala,Megalobrama amblycephala,,Full Migrant,,,,,,,,,,,,Breeding,IUCN states migration from lakes to river to spawn; no infos on FB,,"potamodromous, longitudinal",Indomalayan,lake and river migration,Least Concern,Unknown,2011,0-100(km),1,,,,,,,,,,,,Megalobrama amblycephala,,,,,,,,,,,potamodromous
Megalobrama mantschurica,Megalobrama mantschuricus,,Full Migrant,,,,,,,,,,,,Breeding,IUCN states upstream migration to spawn; no infos on FB,,"potamodromous, longitudinal",Indomalayan|Palearctic,more than one central river,Least Concern,Unknown,2022,0-100(km),1,,,,,,,,,,,,Megalobrama mantschuricus,,,,,,,,,,,potamodromous
Megalodoras uranoscopus,Megalodoras uranoscopus,,,,,longitudinal migration,,,,,,,,,Refuge,,,"potamodromous, longitudinal",Neotropical,more than one central river,Least Concern,Unknown,2023,100-500(km),2,,,https://doi.org/10.1590/1982-0224-2024-0098,Paper,,,,,,,,,,,Megalodoras uranoscopus,,,,,,,,
Megalonema orixanthum,Megalonema orixanthum,,Full Migrant,,,,,,,,,,,,Little information,"no infos on IUCN & FB; its hard to find species specific information and if using just the family, the infromation is species specific for other Megalonema species",,little information,Neotropical,one large river,Least Concern,Stable,2021,little information,0,,,,,,,,,,,,Megalonema orixanthum,,,,,,,,,,,potamodromous
Megalops atlanticus,Megalops atlanticus,amphidromous,Full Migrant,,Semi-anadromous,,,,,,,,,,,,,amphidromous,Afrotropical|Nearctic|Neotropical|Palearctic,coastal,Vulnerable,Decreasing,2019,0-100(km),3,,Partial pop mig.,,,,,,,,,Megalops atlanticus,Megalops atlanticus,,Megalops atlanticus,,,,,,,,,
Megalops cyprinoides,Megalops cyprinoides,amphidromous,Full Migrant,,,,Estuarine,,,,,up to 10km,,,,,,catadromous,Afrotropical|Australasian|Indomalayan|Oceanian,coastal,Data Deficient,Unknown,2016,0-100(km),3,,Partial pop mig.,https://doi.org/10.1071/MF9870529,Paper,,,,,,,Megalops cyprinoides,Megalops cyprinoides,,,,Megalops cyprinoides,,,,,Megalops cyprinoides,,
Meiacanthus anema,Meiacanthus anema,amphidromous,,,,,,,,,,,,,,,,amphidromous,Australasian|Indomalayan,coastal,Least Concern,Stable,2021,0-100(km),3,,,,,,,,,,,Meiacanthus anema,,,,,,,,,,,,
Mekongina erythrospila,Mekongina erythrospila,potamodromous,Full Migrant,,,,White,Longitudinal_migrant,,,,,,,Little information,"IUCN states """"""""""""""""The adults stay in the upper parts of the basins, whilst the juveniles move down into the mainstream; they then migrate up and down the mainstream of the Mekong in very large numbers""""""""""""""""; FB states """"""""""""""""Migrates in big schools, comprising several hundred fish, usually together with other cyprinids and loaches""""""""""""""""",,"potamodromous, longitudinal",Indomalayan,one large river,Near Threatened,Decreasing,2011,500-3000(km),3,,,https://doi.org/10.33997/j.afs.2004.17.4.002,Paper,https://doi.org/10.1080/14672715.2011.570567,Paper,https://archive.iwlearn.net/mrcmekong.org/download/free_download/Technical_paper10.pdf,Report,,,Mekongina erythrospila,Mekongina erythrospila,,,,Mekongina erythrospila,Mekongina erythrospila,,,,,,
Melanotaenia duboulayi,Melanotaenia duboulayi,potamodromous,,,,,,,,,,,,,,"IUCN states """"""""""""""""not a migrant""""""""""""""""; FB states """"""""""""""""potamodromous""""""""""""""""; called """"""""""""""""non-migratory species"""""""""""""""" by Smith et. al. 2013 https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-14-375",,non-migratory,Australasian,more than one central river,Least Concern,Stable,2019,non-migratory,2,,,https://doi.org/10.1186/1471-2164-14-375,Paper,,,,,,,Melanotaenia duboulayi,,,,,,,,,,,,
Melanotaenia fluviatilis,Melanotaenia fluviatilis,,Altitudinal Migrant,,,,,,,,,,,,Little information,"IUCN states """"""""""""""""both longitudinal and lateral movements are likely important for this species, but the precise purpose of these movements remains unknown""""""""""""""""; no infos on FB",,"potamodromous, longitudinal",Australasian,more than one central river,Least Concern,Stable,2019,0-100(km),1,,,,,,,,,,,,Melanotaenia fluviatilis,,,,,,,,,,,potamodromous
Membras martinica,Membras vagrans,,Full Migrant,,,,,,,,,,,,,,,amphidromous,Nearctic|Neotropical,coastal,Data Deficient,Unknown,2019,0-100(km),2,,,,,,,,,,,,Membras vagrans,,,,,,,,,,,amphidromous
Menidia menidia,Menidia menidia,,,,Semi-anadromous,,,,,,,,,,,,,amphidromous,,coastal,Least Concern,Stable,2015,0-100(km),2,,,,,,,,,,,,,,Menidia menidia,,,,,,,,,
Menidia peninsulae,Menidia peninsulae,,,,Semi-anadromous,,,,,,,,,,,,,amphidromous,Nearctic|Neotropical,coastal,Least Concern,Unknown,2019,0-100(km),2,,,https://doi.org/10.1007/s10641-016-0528-3,Paper,https://doi.org/10.2307/1352111,Paper,,,,,,,,Menidia peninsulae,,,,,,,,,
Menticirrhus americanus,Menticirrhus americanus,,,,Semi-anadromous,,,,,,,,,,,,,amphidromous,,coastal,Least Concern,Decreasing,2024,0-100(km),3,,,https://spo.nmfs.noaa.gov/Technical%20Report/tr79opt.pdf,Book,,,,,,,,,,Menticirrhus americanus,,,,,,,,,
